Date,Close,High,Low,Open,Volume
,EEM,EEM,EEM,EEM,EEM
2010-01-04,30.78585433959961,30.807480551454283,30.3894086181762,30.40382517618689,70761600
2010-01-05,31.009305953979492,31.117426011369886,30.821893455019282,30.93001626208688,50196300
2010-01-06,31.074174880981445,31.203921132024625,31.002092102803662,31.05255142236653,50670000
2010-01-07,30.89397430419922,30.98047089461886,30.720978373682897,30.886764651019313,41803700
2010-01-08,31.139053344726562,31.153469902833574,30.80748075729717,30.908393914368958,41118100
2010-01-11,31.074174880981445,31.333667383067805,30.92280517132335,31.31925082743225,42546400
2010-01-12,30.576812744140625,30.77864176945869,30.41823613456966,30.713768645191596,65902300
2010-01-13,30.6705265045166,30.778649321383302,30.382203575667827,30.699359622304716,48040100
2010-01-14,30.59123992919922,30.72098622281705,30.540783342756477,30.648906170663913,52893800
2010-01-15,30.238039016723633,30.547988141124964,30.15154241795593,30.504738466902463,76681800
2010-01-19,30.85073471069336,30.85073471069336,30.324542593452392,30.331752248987137,57597300
2010-01-20,30.108295440673828,30.353371450532663,29.863219430814997,30.353371450532663,78934700
2010-01-21,29.2000675201416,30.04341825666589,29.17844405884106,29.949712008234933,116104300
2010-01-22,28.55134391784668,29.084742887334052,28.493677678076338,28.99103937222373,108173800
2010-01-25,28.760377883911133,29.063117372319006,28.59458883110401,28.926164187040797,86170400
2010-01-26,28.16209602355957,28.544125115740627,25.812252499505913,28.20534568952747,89832400
2010-01-27,28.09002685546875,28.198146937669637,27.66474793291845,27.960280557085415,91623300
2010-01-28,27.895404815673828,28.457636889970175,27.650328802576876,28.342307163199706,98086600
2010-01-29,27.5926570892334,28.29905186924466,27.448497021633703,28.21976493193564,151695100
2010-02-01,28.33510398864746,28.363934361877483,27.83053533646984,27.85215880381184,81928100
2010-02-02,28.565759658813477,28.623423147252957,28.126064217042423,28.392763694139877,86791200
2010-02-03,28.399978637695312,28.70271819515658,28.30627235814288,28.572971884908014,64323800
2010-02-04,27.116924285888672,27.967481963753393,27.102507727827557,27.931441943439253,131791500
2010-02-05,26.81418800354004,26.958350851613222,26.078959953076666,26.87906114768909,165899900
2010-02-08,26.5474796295166,27.01600529171945,26.540269977205202,26.799762466881464,78752400
2010-02-09,27.412456512451172,27.657532497100327,26.979970774683142,27.19621364356716,133342000
