Date,Close,High,Low,Open,Volume
,XLF,XLF,XLF,XLF,XLF
2010-01-04,9.019771575927734,9.04433236307526,8.896970523503828,8.91539057324315,92942347
2010-01-05,9.185551643371582,9.185551643371582,8.995209740431164,9.00748977019142,96770018
2010-01-06,9.203971862792969,9.240812673601564,9.111870917013851,9.179411802806069,75492798
2010-01-07,9.400453567504883,9.455713696963368,9.203970944723524,9.222390987876352,117869112
2010-01-08,9.345194816589355,9.400455679290209,9.271513906597663,9.351334832352968,111866140
2010-01-11,9.351333618164062,9.443434563488092,9.296073483466591,9.437294548521706,72747299
2010-01-12,9.216253280639648,9.320634263966774,9.154852405400275,9.277654155879022,137613736
2010-01-13,9.320636749267578,9.35133683465914,9.142574091511056,9.216255738107783,100839458
2010-01-14,9.363612174987793,9.394312965818033,9.265371230152912,9.2899312861546,70844542
2010-01-15,9.173272132873535,9.314493935864029,9.160992101453202,9.308354640982191,118059301
2010-01-19,9.289937973022461,9.296078712271097,9.08731592350557,9.136436791694118,100437782
2010-01-20,9.265377044677734,9.326777944042467,9.167136038191313,9.228536937556045,99359426
2010-01-21,9.001349449157715,9.320633841774319,8.903108485721672,9.259232969316193,310007531
2010-01-22,8.706624984741211,9.013629316944328,8.657504147423072,8.970648494187433,260932239
2010-01-25,8.755743026733398,8.866264695207423,8.66978212949136,8.829423898773426,179396215
2010-01-26,8.60224723815918,8.841710779046368,8.589967204437471,8.700488949589783,151799780
2010-01-27,8.81100845336914,8.829428500772897,8.589965722039047,8.62680581684656,254674696
2010-01-28,8.768025398254395,8.921527916840613,8.65750370020482,8.878547096303967,275452007
2010-01-29,8.706624984741211,8.946088435942462,8.682064926496238,8.829426717622457,222839929
2010-02-01,8.853989601135254,8.878549665217726,8.76188791916925,8.76188791916925,155187738
2010-02-02,8.939953804016113,8.964514599857365,8.823292726877742,8.86013283939659,135155306
2010-02-03,8.841710090637207,8.952231106355969,8.81714930427761,8.890829500871178,131388692
2010-02-04,8.461019515991211,8.774163041118575,8.454879503406593,8.761883015949339,266891017
2010-02-05,8.55926513671875,8.583825198470933,8.295241589569578,8.510144292386084,315216015
2010-02-08,8.387344360351562,8.57768704268233,8.375064326813149,8.57768704268233,132199183
2010-02-09,8.473302841186523,8.534703711773947,8.35050182083992,8.491722886114276,190172389
2010-02-10,8.540843963623047,8.632944911644403,8.430322970163074,8.485583827307192,155220729
2010-02-11,8.55926513671875,8.602245244785072,8.338222418464198,8.540844369576314,92212240
2010-02-12,8.565404891967773,8.565404891967773,8.40576376116493,8.461023903079184,125390768
2010-02-16,8.7434663772583,8.755746407201455,8.571544516397658,8.626804651141851,134800901
2010-02-17,8.774165153503418,8.811005958708531,8.731185055063612,8.811005958708531,81067751
2010-02-18,8.829427719116211,8.853988500975229,8.731186754164971,8.737326769422657,73617370
2010-02-19,8.878547668457031,8.909247741655761,8.768025963285197,8.774165977924945,72633555
2010-02-22,8.995210647583008,9.04433077157771,8.896968957936993,8.90924898893567,86110666
2010-02-23,8.829427719116211,9.019769633761005,8.798726921999508,8.952229465926468,144519031
2010-02-24,8.982931137084961,8.995211168795182,8.83556859407727,8.83556859407727,87297473
2010-02-25,8.958372116088867,8.970652150216134,8.804870247841045,8.860130401413748,130407585
2010-02-26,9.01363468170166,9.044334772780031,8.909252930377953,8.95837379693197,129857821
2010-03-01,9.038189888000488,9.062749947638956,8.982929753813938,9.044329902910105,65465319
2010-03-02,9.068893432617188,9.15485511590017,9.056613398099193,9.062753415358191,71151554
2010-03-03,9.075026512145996,9.142566644996776,9.050465743008719,9.081165803395436,69710915
2010-03-04,9.167136192321777,9.173275489450033,9.087315238054142,9.09959527396784,65092695
2010-03-05,9.345194816589355,9.363614863880196,9.203973012369584,9.216253764725145,99635663
2010-03-08,9.363612174987793,9.400452979818454,9.345192132986528,9.363612174987793,66161942
2010-03-09,9.394315719604492,9.455715877607142,9.283793993543044,9.314494072544369,110608058
2010-03-10,9.498698234558105,9.553958381441912,9.437296629697073,9.45571667865834,123834045
2010-03-11,9.578516960144043,9.584656975511539,9.461855947333317,9.474135978068311,75285990
2010-03-12,9.541677474975586,9.658338495208223,9.498697364668738,9.658338495208223,125183468
2010-03-15,9.541677474975586,9.56009752224995,9.437295765430855,9.48641661232416,86475904
2010-03-16,9.658341407775879,9.664482146214134,9.547819649144104,9.572380440411473,92828356
2010-03-17,9.774998664855957,9.805699459539488,9.701317045946773,9.713597796317115,113668817
2010-03-18,9.71973991394043,9.768860763564374,9.658339032117594,9.756580731365483,91978843
2010-03-19,9.65573787689209,9.766511527826596,9.618813085756786,9.65573787689209,110142617
2010-03-22,9.704971313476562,9.711124602843864,9.551119572564788,9.557273584403543,78909193
2010-03-23,9.784975051879883,9.791129064260788,9.674202106552068,9.729588217980217,79992227
2010-03-24,9.79112720489502,9.840359294592934,9.723431636617626,9.723431636617626,86346279
2010-03-25,9.83420467376709,10.043443209426858,9.821896652105574,9.858821439561456,150906813
2010-03-26,9.846512794494629,9.969593725788583,9.791125978053142,9.877282846700295,218970526
2010-03-29,9.858823776245117,9.932672646188793,9.797282930880135,9.90190186227055,76076908
2010-03-30,9.79727840423584,9.895743277843103,9.772661643980644,9.864972508141902,59183033
2010-03-31,9.81574535369873,9.852668703697438,9.729587739658662,9.735741751737025,72467985
2010-04-01,9.89574909210205,9.926519157411066,9.828054948422213,9.89574909210205,59488321
2010-04-05,9.994208335876465,10.006516354995599,9.926513508250036,9.951130268959492,55300582
2010-04-06,10.098833084106445,10.123449134875427,9.969597372626179,9.98806013317447,63364125
2010-04-07,10.061905860900879,10.160370755651599,10.000365030754931,10.1234459685755,91544300
2010-04-08,10.141912460327148,10.172682525502266,9.981905954001755,10.024984767718513,86447591
2010-04-09,10.178832054138184,10.203448817904679,10.117291228428858,10.178832054138184,64967625
